Log_ID,Timestamp,Username,IP_Address,Country,Login_Status,Failed_Attempts,Device,OS,Browser,Risk_Score,Attack_Type,Threat_Label
919,2026-01-30 01:08:00,anita,192.168.28.86,Brazil,Failed,7,Mobile,Ubuntu,Edge,90,Credential Stuffing,Threat
920,2026-01-13 13:17:00,admin,192.168.175.165,India,Success,2,Desktop,Windows,Safari,2,Safe,Safe
921,2026-01-21 10:29:00,john,192.168.124.214,China,Failed,8,Laptop,Android,Edge,75,Malware,Threat
922,2026-01-23 14:02:00,amit,192.168.212.62,Australia,Failed,4,Mobile,Windows,Chrome,89,Phishing,Threat
923,2026-01-27 12:20:00,amit,192.168.59.224,Germany,Failed,7,Desktop,Windows,Chrome,87,Credential Stuffing,Threat
924,2026-01-21 05:35:00,john,192.168.51.124,Germany,Failed,5,Desktop,Ubuntu,Safari,87,Credential Stuffing,Threat
925,2026-01-29 23:55:00,pooja,192.168.172.81,UK,Success,3,Laptop,macOS,Chrome,35,Safe,Safe
926,2026-02-02 08:03:00,bob,192.168.59.231,Brazil,Failed,4,Mobile,Linux,Safari,97,Phishing,Threat
927,2026-01-14 14:25:00,priya,192.168.138.201,Nigeria,Success,1,Laptop,Windows,Firefox,34,Safe,Safe
928,2026-02-04 13:58:00,vijay,192.168.138.158,Australia,Failed,5,Desktop,Linux,Chrome,79,Credential Stuffing,Threat
929,2026-01-24 09:50:00,bob,192.168.167.55,Japan,Failed,6,Mobile,Ubuntu,Safari,91,Malware,Threat
930,2026-01-08 04:34:00,komal,192.168.209.180,Australia,Success,1,Mobile,Ubuntu,Chrome,40,Safe,Safe
931,2026-01-07 09:33:00,test,192.168.139.49,Germany,Success,2,Mobile,Linux,Chrome,34,Safe,Safe
932,2026-01-10 09:32:00,guest,192.168.100.197,Germany,Failed,8,Laptop,Android,Safari,88,Credential Stuffing,Threat
933,2026-01-05 22:05:00,pooja,192.168.203.5,India,Success,1,Mobile,Windows,Edge,10,Safe,Safe
934,2026-01-02 21:07:00,rohit,192.168.238.13,Australia,Failed,7,Laptop,macOS,Firefox,81,Credential Stuffing,Threat
935,2026-01-02 20:51:00,guest,192.168.57.171,China,Failed,6,Mobile,Linux,Firefox,85,Brute Force,Threat
936,2026-01-07 19:46:00,john,192.168.187.249,Nigeria,Failed,4,Laptop,Windows,Firefox,85,Credential Stuffing,Threat
937,2026-02-01 02:21:00,vijay,192.168.74.128,Nigeria,Success,1,Desktop,Linux,Edge,7,Safe,Safe
938,2026-01-19 22:51:00,admin,192.168.121.193,China,Success,1,Desktop,Android,Firefox,29,Safe,Safe
939,2026-01-08 09:14:00,komal,192.168.188.110,India,Success,3,Laptop,Ubuntu,Firefox,30,Safe,Safe
940,2026-01-21 00:17:00,sneha,192.168.98.209,Russia,Success,1,Desktop,Linux,Chrome,18,Safe,Safe
941,2026-01-04 15:39:00,alice,192.168.143.219,USA,Success,3,Laptop,Ubuntu,Edge,1,Safe,Safe
942,2026-01-03 02:52:00,bob,192.168.59.161,Nigeria,Success,1,Laptop,macOS,Firefox,25,Safe,Safe
943,2026-02-05 01:04:00,test,192.168.164.51,Russia,Success,3,Mobile,macOS,Edge,38,Safe,Safe
944,2026-01-17 18:42:00,admin,192.168.23.83,China,Success,2,Desktop,Android,Safari,13,Safe,Safe
945,2026-01-10 17:56:00,test,192.168.52.108,Australia,Failed,8,Laptop,macOS,Edge,90,Brute Force,Threat
946,2026-01-28 22:54:00,rohit,192.168.123.7,UK,Success,0,Laptop,macOS,Safari,18,Safe,Safe
947,2026-01-28 20:35:00,aditya,192.168.90.167,Germany,Success,3,Mobile,Ubuntu,Firefox,4,Safe,Safe
948,2026-01-13 10:38:00,bob,192.168.5.15,Russia,Success,1,Mobile,macOS,Firefox,8,Safe,Safe
949,2026-01-09 21:49:00,sneha,192.168.209.59,Germany,Success,2,Mobile,Android,Safari,6,Safe,Safe
950,2026-01-02 18:59:00,aditya,192.168.237.34,Nigeria,Success,1,Laptop,Windows,Edge,28,Safe,Safe
951,2026-01-05 09:04:00,bob,192.168.245.43,UK,Success,1,Mobile,Windows,Chrome,2,Safe,Safe
952,2026-02-03 14:51:00,rahul,192.168.226.56,Germany,Success,1,Desktop,macOS,Edge,15,Safe,Safe
953,2026-01-19 18:01:00,john,192.168.219.219,India,Failed,7,Mobile,Ubuntu,Safari,70,Malware,Threat
954,2026-01-13 00:41:00,sneha,192.168.30.193,Russia,Failed,4,Desktop,Ubuntu,Chrome,77,Brute Force,Threat
955,2026-01-27 05:25:00,priya,192.168.134.118,UK,Success,0,Desktop,Android,Firefox,17,Safe,Safe
956,2026-01-26 22:51:00,amit,192.168.12.97,Australia,Success,2,Mobile,Ubuntu,Firefox,30,Safe,Safe
957,2026-01-14 12:52:00,rahul,192.168.249.102,Australia,Failed,7,Laptop,Ubuntu,Firefox,85,Credential Stuffing,Threat
958,2026-01-14 13:42:00,aditya,192.168.36.183,USA,Failed,5,Mobile,macOS,Safari,83,Credential Stuffing,Threat
959,2026-01-04 04:10:00,test,192.168.219.35,Russia,Failed,7,Desktop,Windows,Edge,80,Malware,Threat
960,2026-01-11 09:18:00,anita,192.168.72.88,UK,Failed,5,Mobile,Linux,Chrome,96,Phishing,Threat
961,2026-01-20 20:43:00,anita,192.168.201.45,Germany,Success,3,Laptop,Windows,Chrome,8,Safe,Safe
962,2026-01-06 18:28:00,vijay,192.168.53.154,UK,Failed,4,Desktop,Ubuntu,Firefox,79,Brute Force,Threat
963,2026-01-05 13:23:00,priya,192.168.153.20,China,Success,3,Desktop,Android,Safari,2,Safe,Safe
964,2026-01-28 10:04:00,john,192.168.31.159,USA,Failed,4,Mobile,Windows,Edge,95,Malware,Threat
965,2026-01-08 04:09:00,rohit,192.168.146.104,Germany,Success,2,Laptop,Ubuntu,Chrome,36,Safe,Safe
966,2026-01-06 13:48:00,priya,192.168.234.244,China,Failed,5,Laptop,Windows,Edge,90,Phishing,Threat
967,2026-01-09 21:29:00,priya,192.168.41.39,Brazil,Success,3,Desktop,Linux,Edge,14,Safe,Safe
968,2026-01-15 11:29:00,rahul,192.168.232.11,Australia,Success,0,Desktop,Windows,Safari,18,Safe,Safe
969,2026-01-22 23:00:00,priya,192.168.169.212,India,Failed,7,Desktop,Ubuntu,Edge,79,Brute Force,Threat
970,2026-01-27 20:59:00,test,192.168.27.158,China,Failed,7,Desktop,macOS,Chrome,93,Malware,Threat
971,2026-01-13 00:46:00,komal,192.168.221.229,Australia,Failed,4,Mobile,Linux,Firefox,79,Phishing,Threat
972,2026-01-20 02:42:00,amit,192.168.77.53,Nigeria,Failed,7,Mobile,Ubuntu,Chrome,90,Brute Force,Threat
973,2026-01-27 02:01:00,guest,192.168.54.38,Nigeria,Success,3,Desktop,Ubuntu,Chrome,30,Safe,Safe
974,2026-01-06 15:59:00,pooja,192.168.71.230,India,Success,1,Desktop,Windows,Chrome,22,Safe,Safe
975,2026-01-10 09:47:00,rohit,192.168.200.213,Australia,Failed,6,Laptop,Windows,Chrome,100,Phishing,Threat
976,2026-01-30 04:36:00,pooja,192.168.51.137,Germany,Failed,7,Laptop,Ubuntu,Firefox,98,Brute Force,Threat
977,2026-01-06 15:58:00,guest,192.168.21.181,Russia,Failed,6,Mobile,Android,Firefox,97,Credential Stuffing,Threat
978,2026-01-15 07:27:00,amit,192.168.97.42,Russia,Success,1,Desktop,Android,Chrome,35,Safe,Safe
979,2026-01-05 04:33:00,aditya,192.168.210.142,India,Success,0,Desktop,Windows,Safari,27,Safe,Safe
980,2026-01-03 01:12:00,rohit,192.168.248.11,Nigeria,Failed,8,Mobile,macOS,Safari,82,Phishing,Threat
981,2026-01-29 01:43:00,pooja,192.168.48.234,Brazil,Success,2,Laptop,Ubuntu,Edge,10,Safe,Safe
982,2026-01-16 04:05:00,sneha,192.168.136.193,Russia,Failed,7,Laptop,Android,Chrome,80,Phishing,Threat
983,2026-01-17 21:29:00,vijay,192.168.211.23,Brazil,Success,2,Laptop,Android,Firefox,25,Safe,Safe
984,2026-01-21 01:20:00,vijay,192.168.70.194,Germany,Success,2,Laptop,macOS,Chrome,18,Safe,Safe
985,2026-01-21 06:08:00,pooja,192.168.134.126,China,Failed,5,Laptop,Linux,Safari,91,Credential Stuffing,Threat
986,2026-01-08 23:53:00,pooja,192.168.144.227,Germany,Failed,4,Desktop,Android,Chrome,76,Phishing,Threat
987,2026-01-16 18:15:00,amit,192.168.60.42,Nigeria,Success,2,Desktop,Windows,Firefox,30,Safe,Safe
988,2026-01-12 00:48:00,admin,192.168.72.195,Russia,Failed,6,Laptop,Ubuntu,Firefox,79,Malware,Threat
989,2026-01-17 12:06:00,vijay,192.168.224.204,Australia,Success,1,Laptop,macOS,Edge,38,Safe,Safe
990,2026-01-31 18:06:00,rohit,192.168.97.35,USA,Failed,8,Desktop,macOS,Firefox,89,Credential Stuffing,Threat
991,2026-01-02 05:34:00,anita,192.168.170.234,China,Failed,5,Laptop,Linux,Chrome,72,Phishing,Threat
992,2026-01-27 08:00:00,alice,192.168.32.170,Russia,Success,1,Laptop,Android,Chrome,12,Safe,Safe
993,2026-01-29 05:10:00,bob,192.168.81.107,India,Success,0,Laptop,Windows,Chrome,35,Safe,Safe
994,2026-01-08 06:01:00,rohit,192.168.145.155,UK,Failed,6,Laptop,macOS,Chrome,79,Credential Stuffing,Threat
995,2026-01-01 08:46:00,anita,192.168.74.142,USA,Failed,5,Mobile,Android,Chrome,86,Brute Force,Threat
996,2026-01-01 09:15:00,john,192.168.201.226,India,Success,0,Desktop,Windows,Safari,27,Safe,Safe
997,2026-01-31 16:11:00,aditya,192.168.51.111,Australia,Success,3,Mobile,macOS,Safari,27,Safe,Safe
998,2026-01-13 07:39:00,alice,192.168.231.20,Germany,Success,2,Mobile,macOS,Safari,35,Safe,Safe
999,2026-02-02 23:10:00,sneha,192.168.235.226,Germany,Success,3,Mobile,macOS,Edge,38,Safe,Safe
1000,2026-01-28 02:16:00,rohit,192.168.41.83,Australia,Success,0,Mobile,Android,Firefox,14,Safe,Safe
